Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.3431674442861078,,Non-Travel,Research & Development,-0.021927689020529304,1.0652349826958472,Other,0.2543643619934326,Male,0.377415804650423,0.38161410726434536,Laboratory Technician,0.24391679702817076,Divorced,-0.358802442642395,0.43719303393000847,No,-1.1527336003705186,-0.4274435558933071,0.2696116130616044,1.4117011549558307,0.18214790793001118,-0.6204722953484467,1.75356512785434,0.4540966322307651,0.7686551400929627,-1.1428399436931242,0.8185494661523351
1.769249085554434,,Travel_Rarely,Research & Development,-0.2693607557891472,-0.8887064782895774,Medical,1.1718477572433756,Female,0.377415804650423,1.6484988645433156,Manager,0.24391679702817076,Divorced,1.9017456706341391,0.43719303393000847,No,0.7562639593881308,-0.4274435558933071,-0.6545889518067797,0.23999727705889048,1.6387183039473183,2.4765494886627333,0.3378249077046782,0.29542381054080397,0.7686551400929627,1.030571470727567,0.8185494661523351
0.5625646198658503,,Travel_Rarely,Research & Development,-0.887943422710692,1.0652349826958472,Other,-1.5806024285064535,Male,-1.029404032735472,0.38161410726434536,Healthcare Representative,1.1507869398252164,Single,0.401598722737821,0.43719303393000847,No,2.1198336449300235,2.3394901764517595,-0.6545889518067797,-0.9317066008380495,0.540797966624925,2.4765494886627333,0.3378249077046782,-1.3620250461886336,-1.1668074428749287,-1.1428399436931242,-1.155850980959405
-0.3150240824531197,,Travel_Frequently,Human Resources,0.2255053777480886,0.08826425220313489,Life Sciences,0.2543643619934326,Male,-1.029404032735472,0.38161410726434536,Human Resources,-0.6629533457688748,Married,-0.18432402389728633,0.7459383903138912,No,-1.1527336003705186,-0.4274435558933071,1.1938121779299886,1.4117011549558307,0.540797966624925,1.7022940426599384,1.75356512785434,0.735216548411886,1.32164444951236,0.2735810297362164,1.1006066728825838
-0.5344212580328622,,Travel_Rarely,Research & Development,-1.011659956095001,-1.8656772087822895,Life Sciences,1.1718477572433756,Male,0.377415804650423,-1.2224470731190529,Research Scientist,-1.5698234885659204,Single,-0.7938419701253433,-0.4936778145967081,No,-0.6073057261537615,-0.4274435558933071,1.1938121779299886,-0.9317066008380495,-1.9713033242525795,-0.6204722953484467,0.3378249077046782,-1.3620250461886336,-1.1668074428749287,-1.1428399436931242,-1.155850980959405
0.891660383235464,,Travel_Rarely,Human Resources,-0.6405103559420741,0.08826425220313489,Life Sciences,0.2543643619934326,Female,-2.4362238701213674,0.9627416990858968,Human Resources,0.24391679702817076,Married,0.925565321617047,0.7459383903138912,No,1.5744057707132664,2.3394901764517595,0.2696116130616044,1.4117011549558307,-0.09065469969775893,-0.6204722953484467,1.75356512785434,-0.07480211935671169,-1.1668074428749287,-1.1428399436931242,-0.3096793607686592
-0.5344212580328622,,Travel_Rarely,Sales,-1.011659956095001,1.0652349826958472,Marketing,0.2543643619934326,Female,0.377415804650423,0.9627416990858968,Sales Executive,1.1507869398252164,Married,1.0222723804466138,-0.4936778145967081,No,1.0289778964965093,-0.4274435558933071,0.2696116130616044,1.4117011549558307,0.540797966624925,0.15378315065434836,0.3378249077046782,1.1996390897095486,1.598139104222059,1.1547895750658377,0.8185494661523351
0.12377026870636532,,Travel_Rarely,Research & Development,1.957536845128414,-0.8887064782895774,Life Sciences,-1.5806024285064535,Female,-1.029404032735472,0.9627416990858968,Research Director,-0.6629533457688748,Married,1.2384023845811938,0.43719303393000847,No,0.48355002227975236,-0.4274435558933071,0.2696116130616044,0.23999727705889048,1.0481906588511825,-0.6204722953484467,0.3378249077046782,0.735216548411886,1.0451497948026613,-1.1428399436931242,-0.8737937742291564
0.014071680916494068,,Travel_Rarely,Research & Development,-1.011659956095001,0.08826425220313489,Life Sciences,1.1718477572433756,Female,0.377415804650423,-1.2224470731190529,Research Scientist,1.1507869398252164,Single,-1.327971648173724,-0.4936778145967081,No,-0.8800196632621401,-0.4274435558933071,-0.6545889518067797,-0.9317066008380495,0.8560995312429234,0.15378315065434836,0.3378249077046782,1.4915786931993167,2.1511284136414566,1.1547895750658377,0.8185494661523351
-0.8635170214024759,,Travel_Frequently,Sales,-1.011659956095001,-1.8656772087822895,Medical,-0.6631190332565104,Female,0.377415804650423,0.9627416990858968,Sales Executive,1.1507869398252164,Married,0.6233534639819488,-0.4936778145967081,No,-0.3345917890453831,-0.4274435558933071,1.1938121779299886,0.23999727705889048,0.18214790793001118,1.7022940426599384,0.3378249077046782,0.8616617124493716,1.598139104222059,1.030571470727567,-0.8737937742291564
